"","Value","NAME","LC_1","AGG_NAME_1","LC_2","AGG_NAME_2","CLIMATE"
"1128",1128,"150_160_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1129",1129,"151_160_2","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1130",1130,"152_160_2","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1131",1131,"153_160_2","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1132",1132,"160_160_2","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1133",1133,"170_160_2","Tree cover, flooded, saline water","Wetlands","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1134",1134,"180_160_2","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1135",1135,"190_160_2","Urban areas","Artificial areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1136",1136,"200_160_2","Bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1137",1137,"201_160_2","Consolidated bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1138",1138,"202_160_2","Unconsolidated bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1139",1139,"210_160_2","Water bodies","Water bodies","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1140",1140,"220_160_2","Permanent snow and ice","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest","Boreal_Dry"
"1141",1141,"0_170_2","No data","No Data","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1142",1142,"10_170_2","Cropland, rainfed","Cropland","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1143",1143,"11_170_2","Herbaceous cover","Cropland","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1144",1144,"12_170_2","Tree or shrub cover","Cropland","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1145",1145,"20_170_2","Cropland, irrigated or post-flooding","Cropland","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1146",1146,"30_170_2","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1147",1147,"40_170_2","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1148",1148,"50_170_2","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1149",1149,"60_170_2","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1150",1150,"61_170_2","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1151",1151,"62_170_2","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1152",1152,"70_170_2","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1153",1153,"71_170_2","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1154",1154,"72_170_2","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1155",1155,"80_170_2","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1156",1156,"81_170_2","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1157",1157,"82_170_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1158",1158,"90_170_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1159",1159,"100_170_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1160",1160,"110_170_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1161",1161,"120_170_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1162",1162,"121_170_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1163",1163,"122_170_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1164",1164,"130_170_2","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1165",1165,"140_170_2","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1166",1166,"150_170_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1167",1167,"151_170_2","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1168",1168,"152_170_2","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1169",1169,"153_170_2","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1170",1170,"160_170_2","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1171",1171,"170_170_2","Tree cover, flooded, saline water","Wetlands","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1172",1172,"180_170_2","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1173",1173,"190_170_2","Urban areas","Artificial areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1174",1174,"200_170_2","Bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1175",1175,"201_170_2","Consolidated bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1176",1176,"202_170_2","Unconsolidated bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1177",1177,"210_170_2","Water bodies","Water bodies","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1178",1178,"220_170_2","Permanent snow and ice","Bare land and other areas","Tree cover, flooded, saline water","Wetlands","Boreal_Dry"
"1179",1179,"0_180_2","No data","No Data","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1180",1180,"10_180_2","Cropland, rainfed","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1181",1181,"11_180_2","Herbaceous cover","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1182",1182,"12_180_2","Tree or shrub cover","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1183",1183,"20_180_2","Cropland, irrigated or post-flooding","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1184",1184,"30_180_2","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1185",1185,"40_180_2","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1186",1186,"50_180_2","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1187",1187,"60_180_2","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1188",1188,"61_180_2","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1189",1189,"62_180_2","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1190",1190,"70_180_2","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1191",1191,"71_180_2","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1192",1192,"72_180_2","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1193",1193,"80_180_2","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1194",1194,"81_180_2","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1195",1195,"82_180_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1196",1196,"90_180_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1197",1197,"100_180_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1198",1198,"110_180_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1199",1199,"120_180_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1200",1200,"121_180_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1201",1201,"122_180_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1202",1202,"130_180_2","Grassland","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1203",1203,"140_180_2","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1204",1204,"150_180_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1205",1205,"151_180_2","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1206",1206,"152_180_2","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1207",1207,"153_180_2","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1208",1208,"160_180_2","Tree cover, flooded, fresh or brakish water","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1209",1209,"170_180_2","Tree cover, flooded, saline water","Wetlands","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1210",1210,"180_180_2","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1211",1211,"190_180_2","Urban areas","Artificial areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1212",1212,"200_180_2","Bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1213",1213,"201_180_2","Consolidated bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1214",1214,"202_180_2","Unconsolidated bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1215",1215,"210_180_2","Water bodies","Water bodies","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1216",1216,"220_180_2","Permanent snow and ice","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Boreal_Dry"
"1217",1217,"0_190_2","No data","No Data","Urban areas","Artificial areas","Boreal_Dry"
"1218",1218,"10_190_2","Cropland, rainfed","Cropland","Urban areas","Artificial areas","Boreal_Dry"
"1219",1219,"11_190_2","Herbaceous cover","Cropland","Urban areas","Artificial areas","Boreal_Dry"
"1220",1220,"12_190_2","Tree or shrub cover","Cropland","Urban areas","Artificial areas","Boreal_Dry"
"1221",1221,"20_190_2","Cropland, irrigated or post-flooding","Cropland","Urban areas","Artificial areas","Boreal_Dry"
"1222",1222,"30_190_2","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Urban areas","Artificial areas","Boreal_Dry"
"1223",1223,"40_190_2","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas","Boreal_Dry"
"1224",1224,"50_190_2","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1225",1225,"60_190_2","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1226",1226,"61_190_2","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1227",1227,"62_190_2","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1228",1228,"70_190_2","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1229",1229,"71_190_2","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1230",1230,"72_190_2","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1231",1231,"80_190_2","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1232",1232,"81_190_2","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1233",1233,"82_190_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1234",1234,"90_190_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1235",1235,"100_190_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Urban areas","Artificial areas","Boreal_Dry"
"1236",1236,"110_190_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas","Boreal_Dry"
"1237",1237,"120_190_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas","Boreal_Dry"
"1238",1238,"121_190_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas","Boreal_Dry"
"1239",1239,"122_190_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas","Boreal_Dry"
